entity	sub_entity	attribute	sub_attribute	value	comment	timestamp
VC41011	100bp		V (Sum of Depths)	364843992		2015-04-03 22:10:30.518945
VC41011	100bp		V (Length)	20924180		2015-04-03 22:10:30.518945
VC41011	100bp		V (Depth of Coverage)	17.4364774151		2015-04-03 22:10:30.518945
VC41011	100bp		V (Bases Mapped)	20767449		2015-04-03 22:10:30.518945
VC41011	100bp		X (Breadth of Coverage)	0.99767107991		2015-04-03 22:10:30.518945
VC41011	100bp		X (Sum of Depths)	334042627		2015-04-03 22:10:30.518945
VC41011	100bp		X (Length)	17718942		2015-04-03 22:10:30.518945
VC41011	100bp		X (Depth of Coverage)	18.852289657		2015-04-03 22:10:30.518945
VC41011	100bp		X (Bases Mapped)	17677676		2015-04-03 22:10:30.518945
VC41011	100bp		IV (Breadth of Coverage)	0.988531898877		2015-04-03 22:10:30.518945
VC41011	100bp		IV (Sum of Depths)	292638506		2015-04-03 22:10:30.518945
VC41011	100bp		IV (Length)	17493829		2015-04-03 22:10:30.518945
VC41011	100bp		IV (Depth of Coverage)	16.7280991486		2015-04-03 22:10:30.518945
VC41011	100bp		IV (Bases Mapped)	17293208		2015-04-03 22:10:30.518945
VC41011	100bp		III (Breadth of Coverage)	0.979079790836		2015-04-03 22:10:30.518945
VC41011	100bp		III (Sum of Depths)	223422833		2015-04-03 22:10:30.518945
VC41011	100bp		III (Length)	13783801		2015-04-03 22:10:30.518945
VC41011	100bp		III (Depth of Coverage)	16.2090872467		2015-04-03 22:10:30.518945
VC41011	100bp		III (Bases Mapped)	13495441		2015-04-03 22:10:30.518945
VC40003	76bp		I (Breadth of Coverage)	0.993976354449		2015-04-03 22:10:26.756318
VC40003	76bp		I (Sum of Depths)	295183128		2015-04-03 22:10:26.756318
VC40003	76bp		I (Length)	15072434		2015-04-03 22:10:26.756318
VC40003	76bp		I (Depth of Coverage)	19.5843039021		2015-04-03 22:10:26.756318
VC40003	76bp		I (Bases Mapped)	14981643		2015-04-03 22:10:26.756318
VC40003	76bp		nuclear (Depth of Coverage)	19.4612227246		2015-04-03 22:10:26.756318
VC40003	76bp		nuclear (Length)	100272607		2015-04-03 22:10:26.756318
VC40003	76bp		nuclear (Sum of Depths)	1951427538		2015-04-03 22:10:26.756318
VC40003	76bp		nuclear (Breadth of Coverage)	0.994735102479		2015-04-03 22:10:26.756318
VC40003	76bp		nuclear (Bases Mapped)	99744682		2015-04-03 22:10:26.756318
VC40003	76bp		MtDNA (Breadth of Coverage)	0.977453965492		2015-04-03 22:10:26.756318
VC40003	76bp		MtDNA (Sum of Depths)	6617252		2015-04-03 22:10:26.756318
VC40003	76bp		MtDNA (Length)	13794		2015-04-03 22:10:26.756318
VC40003	76bp		MtDNA (Depth of Coverage)	479.719588227		2015-04-03 22:10:26.756318
VC40003	76bp		MtDNA (Bases Mapped)	13483		2015-04-03 22:10:26.756318
VC40003	76bp		II (Breadth of Coverage)	0.994277793642		2015-04-03 22:10:26.756318
VC40003	76bp		II (Sum of Depths)	290103757		2015-04-03 22:10:26.756318
VC40003	76bp		II (Length)	15279421		2015-04-03 22:10:26.756318
VC40003	76bp		II (Depth of Coverage)	18.9865674229		2015-04-03 22:10:26.756318
VC40003	76bp		II (Bases Mapped)	15191989		2015-04-03 22:10:26.756318
VC40003	76bp		genome (mt_ratio)	24.6500230235		2015-04-03 22:10:26.756318
VC40003	76bp		genome (Bases Mapped)	99758165		2015-04-03 22:10:26.756318
VC40003	76bp		genome (Breadth of Coverage)	0.994732725527		2015-04-03 22:10:26.756318
VC40003	76bp		genome (Sum of Depths)	1958044790		2015-04-03 22:10:26.756318
VC40003	76bp		genome (Length)	100286401		2015-04-03 22:10:26.756318
VC40003	76bp		genome (Depth of Coverage)	19.5245294524		2015-04-03 22:10:26.756318
VC40003	76bp		V (Breadth of Coverage)	0.996444830813		2015-04-03 22:10:26.756318
VC40003	76bp		V (Sum of Depths)	410994651		2015-04-03 22:10:26.756318
VC40003	76bp		V (Length)	20924180		2015-04-03 22:10:26.756318
VC40003	76bp		V (Depth of Coverage)	19.6420911596		2015-04-03 22:10:26.756318
VC40003	76bp		V (Bases Mapped)	20849791		2015-04-03 22:10:26.756318
VC40003	76bp		X (Breadth of Coverage)	0.996209423791		2015-04-03 22:10:26.756318
VC40003	76bp		X (Sum of Depths)	362217613		2015-04-03 22:10:26.756318
VC40003	76bp		X (Length)	17718942		2015-04-03 22:10:26.756318
VC40003	76bp		X (Depth of Coverage)	20.4423950933		2015-04-03 22:10:26.756318
VC40003	76bp		X (Bases Mapped)	17651777		2015-04-03 22:10:26.756318
VC40003	76bp		IV (Breadth of Coverage)	0.995386944733		2015-04-03 22:10:26.756318
VC40003	76bp		IV (Sum of Depths)	334870010		2015-04-03 22:10:26.756318
VC40003	76bp		IV (Length)	17493829		2015-04-03 22:10:26.756318
VC40003	76bp		IV (Depth of Coverage)	19.1421792222		2015-04-03 22:10:26.756318
VC40003	76bp		IV (Bases Mapped)	17413129		2015-04-03 22:10:26.756318
VC40003	76bp		III (Breadth of Coverage)	0.990753784098		2015-04-03 22:10:26.756318
VC40003	76bp		III (Sum of Depths)	258058379		2015-04-03 22:10:26.756318
VC40003	76bp		III (Length)	13783801		2015-04-03 22:10:26.756318
VC40003	76bp		III (Depth of Coverage)	18.7218590141		2015-04-03 22:10:26.756318
VC40003	76bp		III (Bases Mapped)	13656353		2015-04-03 22:10:26.756318
VC41010	100bp		I (Breadth of Coverage)	0.983985002024		2015-04-03 22:16:09.195244
VC41010	100bp		I (Sum of Depths)	236411660		2015-04-03 22:16:09.195244
VC41010	100bp		I (Length)	15072434		2015-04-03 22:16:09.195244
VC41010	100bp		I (Depth of Coverage)	15.6850353433		2015-04-03 22:16:09.195244
VC41010	100bp		I (Bases Mapped)	14831049		2015-04-03 22:16:09.195244
VC41010	100bp		nuclear (Depth of Coverage)	16.7702580227		2015-04-03 22:16:09.195244
VC41010	100bp		nuclear (Length)	100272607		2015-04-03 22:16:09.195244
VC41010	100bp		nuclear (Sum of Depths)	1681597492		2015-04-03 22:16:09.195244
VC41010	100bp		nuclear (Breadth of Coverage)	0.988581477691		2015-04-03 22:16:09.195244
VC41010	100bp		nuclear (Bases Mapped)	99127642		2015-04-03 22:16:09.195244
VC41010	100bp		MtDNA (Breadth of Coverage)	0.984993475424		2015-04-03 22:16:09.195244
VC41010	100bp		MtDNA (Sum of Depths)	6883222		2015-04-03 22:16:09.195244
VC41010	100bp		MtDNA (Length)	13794		2015-04-03 22:16:09.195244
VC41010	100bp		MtDNA (Depth of Coverage)	499.001159925		2015-04-03 22:16:09.195244
VC41010	100bp		MtDNA (Bases Mapped)	13587		2015-04-03 22:16:09.195244
VC41010	100bp		II (Breadth of Coverage)	0.986709509477		2015-04-03 22:16:09.195244
VC41010	100bp		II (Sum of Depths)	235480925		2015-04-03 22:16:09.195244
VC41010	100bp		II (Length)	15279421		2015-04-03 22:16:09.195244
VC41010	100bp		II (Depth of Coverage)	15.4116392892		2015-04-03 22:16:09.195244
VC41010	100bp		II (Bases Mapped)	15076350		2015-04-03 22:16:09.195244
VC41010	100bp		genome (mt_ratio)	29.7551271572		2015-04-03 22:16:09.195244
VC41010	100bp		genome (Bases Mapped)	99141229		2015-04-03 22:16:09.195244
VC41010	100bp		genome (Breadth of Coverage)	0.988580984176		2015-04-03 22:16:09.195244
VC41010	100bp		genome (Sum of Depths)	1688480714		2015-04-03 22:16:09.195244
VC41010	100bp		genome (Length)	100286401		2015-04-03 22:16:09.195244
VC41010	100bp		genome (Depth of Coverage)	16.8365869865		2015-04-03 22:16:09.195244
VC41010	100bp		V (Breadth of Coverage)	0.991970390238		2015-04-03 22:16:09.195244
VC41010	100bp		V (Sum of Depths)	342335033		2015-04-03 22:16:09.195244
VC41010	100bp		V (Length)	20924180		2015-04-03 22:16:09.195244
VC41010	100bp		V (Depth of Coverage)	16.3607382942		2015-04-03 22:16:09.195244
VC41010	100bp		V (Bases Mapped)	20756167		2015-04-03 22:16:09.195244
VC41010	100bp		X (Breadth of Coverage)	0.997611482672		2015-04-03 22:16:09.195244
VC41010	100bp		X (Sum of Depths)	308422919		2015-04-03 22:16:09.195244
VC41010	100bp		X (Length)	17718942		2015-04-03 22:16:09.195244
VC41010	100bp		X (Depth of Coverage)	17.4063958785		2015-04-03 22:16:09.195244
VC41010	100bp		X (Bases Mapped)	17676620		2015-04-03 22:16:09.195244
VC41010	100bp		IV (Breadth of Coverage)	0.990006761813		2015-04-03 22:16:09.195244
VC41010	100bp		IV (Sum of Depths)	353515553		2015-04-03 22:16:09.195244
VC41010	100bp		IV (Length)	17493829		2015-04-03 22:16:09.195244
VC41010	100bp		IV (Depth of Coverage)	20.2080146662		2015-04-03 22:16:09.195244
VC41010	100bp		IV (Bases Mapped)	17319009		2015-04-03 22:16:09.195244
VC41010	100bp		III (Breadth of Coverage)	0.977121405046		2015-04-03 22:16:09.195244
VC41010	100bp		III (Sum of Depths)	205431402		2015-04-03 22:16:09.195244
VC41010	100bp		III (Length)	13783801		2015-04-03 22:16:09.195244
VC41010	100bp		III (Depth of Coverage)	14.9038281966		2015-04-03 22:16:09.195244
VC41010	100bp		III (Bases Mapped)	13468447		2015-04-03 22:16:09.195244
VC40074	76bp		I (Breadth of Coverage)	0.98519588807		2015-04-03 22:17:52.141160
VC40074	76bp		I (Sum of Depths)	141346637		2015-04-03 22:17:52.141160
VC40074	76bp		I (Length)	15072434		2015-04-03 22:17:52.141160
VC40074	76bp		I (Depth of Coverage)	9.37782424524		2015-04-03 22:17:52.141160
VC40074	76bp		I (Bases Mapped)	14849300		2015-04-03 22:17:52.141160
VC40074	76bp		nuclear (Depth of Coverage)	9.49388166401		2015-04-03 22:17:52.141160
VC40074	76bp		nuclear (Length)	100272607		2015-04-03 22:17:52.141160
VC40074	76bp		nuclear (Sum of Depths)	951976265		2015-04-03 22:17:52.141160
VC40074	76bp		nuclear (Breadth of Coverage)	0.988052679233		2015-04-03 22:17:52.141160
VC40074	76bp		nuclear (Bases Mapped)	99074618		2015-04-03 22:17:52.141160
VC40074	76bp		MtDNA (Breadth of Coverage)	0.981368711034		2015-04-03 22:17:52.141160
VC40074	76bp		MtDNA (Sum of Depths)	3714010		2015-04-03 22:17:52.141160
VC40074	76bp		MtDNA (Length)	13794		2015-04-03 22:17:52.141160
VC40074	76bp		MtDNA (Depth of Coverage)	269.248223865		2015-04-03 22:17:52.141160
VC40074	76bp		MtDNA (Bases Mapped)	13537		2015-04-03 22:17:52.141160
VC40074	76bp		II (Breadth of Coverage)	0.987411303085		2015-04-03 22:17:52.141160
VC40074	76bp		II (Sum of Depths)	140128133		2015-04-03 22:17:52.141160
VC40074	76bp		II (Length)	15279421		2015-04-03 22:17:52.141160
VC40074	76bp		II (Depth of Coverage)	9.17103684753		2015-04-03 22:17:52.141160
VC40074	76bp		II (Bases Mapped)	15087073		2015-04-03 22:17:52.141160
VC40074	76bp		genome (mt_ratio)	28.3601832627		2015-04-03 22:17:52.141160
VC40074	76bp		genome (Bases Mapped)	99088155		2015-04-03 22:17:52.141160
VC40074	76bp		genome (Breadth of Coverage)	0.988051759879		2015-04-03 22:17:52.141160
VC40074	76bp		genome (Sum of Depths)	955690275		2015-04-03 22:17:52.141160
VC40074	76bp		genome (Length)	100286401		2015-04-03 22:17:52.141160
VC40074	76bp		genome (Depth of Coverage)	9.52960985209		2015-04-03 22:17:52.141160
VC40074	76bp		V (Breadth of Coverage)	0.991315119637		2015-04-03 22:17:52.141160
VC40074	76bp		V (Sum of Depths)	200605834		2015-04-03 22:17:52.141160
VC40074	76bp		V (Length)	20924180		2015-04-03 22:17:52.141160
VC40074	76bp		V (Depth of Coverage)	9.58727338419		2015-04-03 22:17:52.141160
VC40074	76bp		V (Bases Mapped)	20742456		2015-04-03 22:17:52.141160
VC40074	76bp		X (Breadth of Coverage)	0.994654477677		2015-04-03 22:17:52.141160
VC40074	76bp		X (Sum of Depths)	180750486		2015-04-03 22:17:52.141160
VC40074	76bp		X (Length)	17718942		2015-04-03 22:17:52.141160
VC40074	76bp		X (Depth of Coverage)	10.2009750921		2015-04-03 22:17:52.141160
VC40074	76bp		X (Bases Mapped)	17624225		2015-04-03 22:17:52.141160
VC40074	76bp		IV (Breadth of Coverage)	0.988341088735		2015-04-03 22:17:52.141160
VC40074	76bp		IV (Sum of Depths)	164472183		2015-04-03 22:17:52.141160
VC40074	76bp		IV (Length)	17493829		2015-04-03 22:17:52.141160
VC40074	76bp		IV (Depth of Coverage)	9.40172577427		2015-04-03 22:17:52.141160
VC40074	76bp		IV (Bases Mapped)	17289870		2015-04-03 22:17:52.141160
VC40074	76bp		III (Breadth of Coverage)	0.978082460709		2015-04-03 22:17:52.141160
VC40074	76bp		III (Sum of Depths)	124672992		2015-04-03 22:17:52.141160
VC40074	76bp		III (Length)	13783801		2015-04-03 22:17:52.141160
VC40074	76bp		III (Depth of Coverage)	9.04489204393		2015-04-03 22:17:52.141160
VC40074	76bp		III (Bases Mapped)	13481694		2015-04-03 22:17:52.141160
VC41009	100bp		I (Breadth of Coverage)	0.979585181796		2015-04-03 22:18:32.757777
VC41009	100bp		I (Sum of Depths)	184136453		2015-04-03 22:18:32.757777
VC41009	100bp		I (Length)	15072434		2015-04-03 22:18:32.757777
VC41009	100bp		I (Depth of Coverage)	12.2167695675		2015-04-03 22:18:32.757777
VC41009	100bp		I (Bases Mapped)	14764733		2015-04-03 22:18:32.757777
VC41009	100bp		nuclear (Depth of Coverage)	12.6459760939		2015-04-03 22:18:32.757777
VC41009	100bp		nuclear (Length)	100272607		2015-04-03 22:18:32.757777
VC41009	100bp		nuclear (Sum of Depths)	1268044991		2015-04-03 22:18:32.757777
VC41009	100bp		nuclear (Breadth of Coverage)	0.985818649355		2015-04-03 22:18:32.757777
VC41009	100bp		nuclear (Bases Mapped)	98850606		2015-04-03 22:18:32.757777
VC41009	100bp		MtDNA (Breadth of Coverage)	0.987820791649		2015-04-03 22:18:32.757777
VC41009	100bp		MtDNA (Sum of Depths)	6395711		2015-04-03 22:18:32.757777
VC41009	100bp		MtDNA (Length)	13794		2015-04-03 22:18:32.757777
VC41009	100bp		MtDNA (Depth of Coverage)	463.658909671		2015-04-03 22:18:32.757777
VC41009	100bp		MtDNA (Bases Mapped)	13626		2015-04-03 22:18:32.757777
VC41009	100bp		II (Breadth of Coverage)	0.984239324252		2015-04-03 22:18:32.757777
VC41009	100bp		II (Sum of Depths)	187364658		2015-04-03 22:18:32.757777
VC41009	100bp		II (Length)	15279421		2015-04-03 22:18:32.757777
VC41009	100bp		II (Depth of Coverage)	12.2625496084		2015-04-03 22:18:32.757777
VC41009	100bp		II (Bases Mapped)	15038607		2015-04-03 22:18:32.757777
VC41009	100bp		genome (mt_ratio)	36.6645410545		2015-04-03 22:18:32.757777
VC41009	100bp		genome (Bases Mapped)	98864232		2015-04-03 22:18:32.757777
VC41009	100bp		genome (Breadth of Coverage)	0.985818924741		2015-04-03 22:18:32.757777
VC41009	100bp		genome (Sum of Depths)	1274440702		2015-04-03 22:18:32.757777
VC41009	100bp		genome (Length)	100286401		2015-04-03 22:18:32.757777
VC41009	100bp		genome (Depth of Coverage)	12.708011149		2015-04-03 22:18:32.757777
VC41009	100bp		V (Breadth of Coverage)	0.990082430948		2015-04-03 22:18:32.757777
VC41009	100bp		V (Sum of Depths)	268227306		2015-04-03 22:18:32.757777
VC41009	100bp		V (Length)	20924180		2015-04-03 22:18:32.757777
VC41009	100bp		V (Depth of Coverage)	12.8190115933		2015-04-03 22:18:32.757777
VC41009	100bp		V (Bases Mapped)	20716663		2015-04-03 22:18:32.757777
VC41009	100bp		X (Breadth of Coverage)	0.997154570516		2015-04-03 22:18:32.757777
VC41009	100bp		X (Sum of Depths)	247784737		2015-04-03 22:18:32.757777
VC41009	100bp		X (Length)	17718942		2015-04-03 22:18:32.757777
VC41009	100bp		X (Depth of Coverage)	13.9841722491		2015-04-03 22:18:32.757777
VC41009	100bp		X (Bases Mapped)	17668524		2015-04-03 22:18:32.757777
VC41009	100bp		IV (Breadth of Coverage)	0.985270348761		2015-04-03 22:18:32.757777
VC41009	100bp		IV (Sum of Depths)	215230216		2015-04-03 22:18:32.757777
VC41009	100bp		IV (Length)	17493829		2015-04-03 22:18:32.757777
VC41009	100bp		IV (Depth of Coverage)	12.3032079484		2015-04-03 22:18:32.757777
VC41009	100bp		IV (Bases Mapped)	17236151		2015-04-03 22:18:32.757777
VC41009	100bp		III (Breadth of Coverage)	0.974036697135		2015-04-03 22:18:32.757777
VC41009	100bp		III (Sum of Depths)	165301621		2015-04-03 22:18:32.757777
VC41009	100bp		III (Length)	13783801		2015-04-03 22:18:32.757777
VC41009	100bp		III (Depth of Coverage)	11.9924555643		2015-04-03 22:18:32.757777
VC41009	100bp		III (Bases Mapped)	13425928		2015-04-03 22:18:32.757777
VC40002	76bp		I (Breadth of Coverage)	0.970186898811		2015-04-03 22:18:58.448359
VC40002	76bp		I (Sum of Depths)	290487145		2015-04-03 22:18:58.448359
VC40002	76bp		I (Length)	15072434		2015-04-03 22:18:58.448359
VC40002	76bp		I (Depth of Coverage)	19.2727428762		2015-04-03 22:18:58.448359
VC40002	76bp		I (Bases Mapped)	14623078		2015-04-03 22:18:58.448359
VC40002	76bp		nuclear (Depth of Coverage)	17.7754122918		2015-04-03 22:18:58.448359
VC40002	76bp		nuclear (Length)	100272607		2015-04-03 22:18:58.448359
VC40002	76bp		nuclear (Sum of Depths)	1782386931		2015-04-03 22:18:58.448359
VC40002	76bp		nuclear (Breadth of Coverage)	0.977445983827		2015-04-03 22:18:58.448359
VC40002	76bp		nuclear (Bases Mapped)	98011057		2015-04-03 22:18:58.448359
VC40002	76bp		MtDNA (Breadth of Coverage)	0.971654342468		2015-04-03 22:18:58.448359
VC40002	76bp		MtDNA (Sum of Depths)	1237226		2015-04-03 22:18:58.448359
VC40002	76bp		MtDNA (Length)	13794		2015-04-03 22:18:58.448359
VC40002	76bp		MtDNA (Depth of Coverage)	89.6930549514		2015-04-03 22:18:58.448359
VC40002	76bp		MtDNA (Bases Mapped)	13403		2015-04-03 22:18:58.448359
VC40002	76bp		II (Breadth of Coverage)	0.97723441222		2015-04-03 22:18:58.448359
VC40002	76bp		II (Sum of Depths)	279434721		2015-04-03 22:18:58.448359
VC40002	76bp		II (Length)	15279421		2015-04-03 22:18:58.448359
VC40002	76bp		II (Depth of Coverage)	18.2883056236		2015-04-03 22:18:58.448359
VC40002	76bp		II (Bases Mapped)	14931576		2015-04-03 22:18:58.448359
VC40002	76bp		genome (mt_ratio)	5.0459057421		2015-04-03 22:18:58.448359
VC40002	76bp		genome (Bases Mapped)	98024460		2015-04-03 22:18:58.448359
VC40002	76bp		genome (Breadth of Coverage)	0.977445187209		2015-04-03 22:18:58.448359
VC40002	76bp		genome (Sum of Depths)	1783624157		2015-04-03 22:18:58.448359
VC40002	76bp		genome (Length)	100286401		2015-04-03 22:18:58.448359
VC40002	76bp		genome (Depth of Coverage)	17.7853042807		2015-04-03 22:18:58.448359
VC40002	76bp		V (Breadth of Coverage)	0.983560789479		2015-04-03 22:18:58.448359
VC40002	76bp		V (Sum of Depths)	369044732		2015-04-03 22:18:58.448359
VC40002	76bp		V (Length)	20924180		2015-04-03 22:18:58.448359
VC40002	76bp		V (Depth of Coverage)	17.6372374927		2015-04-03 22:18:58.448359
VC40002	76bp		V (Bases Mapped)	20580203		2015-04-03 22:18:58.448359
VC40002	76bp		X (Breadth of Coverage)	0.988854752163		2015-04-03 22:18:58.448359
VC40002	76bp		X (Sum of Depths)	319559265		2015-04-03 22:18:58.448359
VC40002	76bp		X (Length)	17718942		2015-04-03 22:18:58.448359
VC40002	76bp		X (Depth of Coverage)	18.0348953679		2015-04-03 22:18:58.448359
VC40002	76bp		X (Bases Mapped)	17521460		2015-04-03 22:18:58.448359
VC40002	76bp		IV (Breadth of Coverage)	0.974487460693		2015-04-03 22:18:58.448359
VC40002	76bp		IV (Sum of Depths)	284372677		2015-04-03 22:18:58.448359
VC40002	76bp		IV (Length)	17493829		2015-04-03 22:18:58.448359
VC40002	76bp		IV (Depth of Coverage)	16.255599446		2015-04-03 22:18:58.448359
VC40002	76bp		IV (Bases Mapped)	17047517		2015-04-03 22:18:58.448359
VC40002	76bp		III (Breadth of Coverage)	0.965424776518		2015-04-03 22:18:58.448359
VC40002	76bp		III (Sum of Depths)	239488391		2015-04-03 22:18:58.448359
VC40002	76bp		III (Length)	13783801		2015-04-03 22:18:58.448359
VC40002	76bp		III (Depth of Coverage)	17.3746262733		2015-04-03 22:18:58.448359
VC40002	76bp		III (Bases Mapped)	13307223		2015-04-03 22:18:58.448359
VC40073	76bp		I (Breadth of Coverage)	0.985334021035		2015-04-03 22:25:57.342695
VC40073	76bp		I (Sum of Depths)	157426993		2015-04-03 22:25:57.342695
VC40073	76bp		I (Length)	15072434		2015-04-03 22:25:57.342695
VC40073	76bp		I (Depth of Coverage)	10.4446961254		2015-04-03 22:25:57.342695
VC40073	76bp		I (Bases Mapped)	14851382		2015-04-03 22:25:57.342695
VC40073	76bp		nuclear (Depth of Coverage)	10.5168119445		2015-04-03 22:25:57.342695
VC40073	76bp		nuclear (Length)	100272607		2015-04-03 22:25:57.342695
VC40073	76bp		nuclear (Sum of Depths)	1054548151		2015-04-03 22:25:57.342695
VC40073	76bp		nuclear (Breadth of Coverage)	0.988673746161		2015-04-03 22:25:57.342695
VC40073	76bp		nuclear (Bases Mapped)	99136894		2015-04-03 22:25:57.342695
VC40073	76bp		MtDNA (Breadth of Coverage)	0.982311149775		2015-04-03 22:25:57.342695
VC40073	76bp		MtDNA (Sum of Depths)	5356965		2015-04-03 22:25:57.342695
VC40073	76bp		MtDNA (Length)	13794		2015-04-03 22:25:57.342695
VC40073	76bp		MtDNA (Depth of Coverage)	388.354719443		2015-04-03 22:25:57.342695
VC40073	76bp		MtDNA (Bases Mapped)	13550		2015-04-03 22:25:57.342695
VC40073	76bp		II (Breadth of Coverage)	0.987599071981		2015-04-03 22:25:57.342695
VC40073	76bp		II (Sum of Depths)	154389444		2015-04-03 22:25:57.342695
VC40073	76bp		II (Length)	15279421		2015-04-03 22:25:57.342695
VC40073	76bp		II (Depth of Coverage)	10.104404087		2015-04-03 22:25:57.342695
VC40073	76bp		II (Bases Mapped)	15089942		2015-04-03 22:25:57.342695
VC40073	76bp		genome (mt_ratio)	36.9270384879		2015-04-03 22:25:57.342695
VC40073	76bp		genome (Bases Mapped)	99150444		2015-04-03 22:25:57.342695
VC40073	76bp		genome (Breadth of Coverage)	0.988672871011		2015-04-03 22:25:57.342695
VC40073	76bp		genome (Sum of Depths)	1059905116		2015-04-03 22:25:57.342695
VC40073	76bp		genome (Length)	100286401		2015-04-03 22:25:57.342695
VC40073	76bp		genome (Depth of Coverage)	10.5687820625		2015-04-03 22:25:57.342695
VC40073	76bp		V (Breadth of Coverage)	0.991597329023		2015-04-03 22:25:57.342695
VC40073	76bp		V (Sum of Depths)	221977973		2015-04-03 22:25:57.342695
VC40073	76bp		V (Length)	20924180		2015-04-03 22:25:57.342695
VC40073	76bp		V (Depth of Coverage)	10.6086820607		2015-04-03 22:25:57.342695
VC40073	76bp		V (Bases Mapped)	20748361		2015-04-03 22:25:57.342695
VC40073	76bp		X (Breadth of Coverage)	0.997210950857		2015-04-03 22:25:57.342695
VC40073	76bp		X (Sum of Depths)	201742790		2015-04-03 22:25:57.342695
VC40073	76bp		X (Length)	17718942		2015-04-03 22:25:57.342695
VC40073	76bp		X (Depth of Coverage)	11.3857130973		2015-04-03 22:25:57.342695
VC40073	76bp		X (Bases Mapped)	17669523		2015-04-03 22:25:57.342695
VC40073	76bp		IV (Breadth of Coverage)	0.988414543208		2015-04-03 22:25:57.342695
VC40073	76bp		IV (Sum of Depths)	181798177		2015-04-03 22:25:57.342695
VC40073	76bp		IV (Length)	17493829		2015-04-03 22:25:57.342695
VC40073	76bp		IV (Depth of Coverage)	10.3921318197		2015-04-03 22:25:57.342695
VC40073	76bp		IV (Bases Mapped)	17291155		2015-04-03 22:25:57.342695
VC40073	76bp		III (Breadth of Coverage)	0.978433379878		2015-04-03 22:25:57.342695
VC40073	76bp		III (Sum of Depths)	137212774		2015-04-03 22:25:57.342695
VC40073	76bp		III (Length)	13783801		2015-04-03 22:25:57.342695
VC40073	76bp		III (Depth of Coverage)	9.95463979783		2015-04-03 22:25:57.342695
VC40073	76bp		III (Bases Mapped)	13486531		2015-04-03 22:25:57.342695
VC41007	100bp		I (Breadth of Coverage)	0.980421144986		2015-04-03 22:27:35.970642
VC41007	100bp		I (Sum of Depths)	213235498		2015-04-03 22:27:35.970642
VC41007	100bp		I (Length)	15072434		2015-04-03 22:27:35.970642
VC41007	100bp		I (Depth of Coverage)	14.1473830969		2015-04-03 22:27:35.970642
VC41007	100bp		I (Bases Mapped)	14777333		2015-04-03 22:27:35.970642
VC41007	100bp		nuclear (Depth of Coverage)	14.5091327285		2015-04-03 22:27:35.970642
VC41007	100bp		nuclear (Length)	100272607		2015-04-03 22:27:35.970642
VC41007	100bp		nuclear (Sum of Depths)	1454868564		2015-04-03 22:27:35.970642
VC41007	100bp		nuclear (Breadth of Coverage)	0.986186416795		2015-04-03 22:27:35.970642
VC41007	100bp		nuclear (Bases Mapped)	98887483		2015-04-03 22:27:35.970642
VC41007	100bp		MtDNA (Breadth of Coverage)	0.980861244019		2015-04-03 22:27:35.970642
VC41007	100bp		MtDNA (Sum of Depths)	5240488		2015-04-03 22:27:35.970642
VC41007	100bp		MtDNA (Length)	13794		2015-04-03 22:27:35.970642
VC41007	100bp		MtDNA (Depth of Coverage)	379.910685805		2015-04-03 22:27:35.970642
VC41007	100bp		MtDNA (Bases Mapped)	13530		2015-04-03 22:27:35.970642
VC41007	100bp		II (Breadth of Coverage)	0.985219662447		2015-04-03 22:27:35.970642
VC41007	100bp		II (Sum of Depths)	215192172		2015-04-03 22:27:35.970642
VC41007	100bp		II (Length)	15279421		2015-04-03 22:27:35.970642
VC41007	100bp		II (Depth of Coverage)	14.0837910023		2015-04-03 22:27:35.970642
VC41007	100bp		II (Bases Mapped)	15053586		2015-04-03 22:27:35.970642
VC41007	100bp		genome (mt_ratio)	26.1842449796		2015-04-03 22:27:35.970642
VC41007	100bp		genome (Bases Mapped)	98901013		2015-04-03 22:27:35.970642
VC41007	100bp		genome (Breadth of Coverage)	0.986185684338		2015-04-03 22:27:35.970642
VC41007	100bp		genome (Sum of Depths)	1460109052		2015-04-03 22:27:35.970642
VC41007	100bp		genome (Length)	100286401		2015-04-03 22:27:35.970642
VC41007	100bp		genome (Depth of Coverage)	14.5593922749		2015-04-03 22:27:35.970642
VC41007	100bp		V (Breadth of Coverage)	0.990499460433		2015-04-03 22:27:35.970642
VC41007	100bp		V (Sum of Depths)	306812225		2015-04-03 22:27:35.970642
VC41007	100bp		V (Length)	20924180		2015-04-03 22:27:35.970642
VC41007	100bp		V (Depth of Coverage)	14.6630465328		2015-04-03 22:27:35.970642
VC41007	100bp		V (Bases Mapped)	20725389		2015-04-03 22:27:35.970642
VC41007	100bp		X (Breadth of Coverage)	0.997203557639		2015-04-03 22:27:35.970642
VC41007	100bp		X (Sum of Depths)	286050913		2015-04-03 22:27:35.970642
VC41007	100bp		X (Length)	17718942		2015-04-03 22:27:35.970642
VC41007	100bp		X (Depth of Coverage)	16.1437919375		2015-04-03 22:27:35.970642
VC41007	100bp		X (Bases Mapped)	17669392		2015-04-03 22:27:35.970642
VC41007	100bp		IV (Breadth of Coverage)	0.985462759468		2015-04-03 22:27:35.970642
VC41007	100bp		IV (Sum of Depths)	245782016		2015-04-03 22:27:35.970642
VC41007	100bp		IV (Length)	17493829		2015-04-03 22:27:35.970642
